,isocode,country_x,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,LN_GDPPC$_2021,Country Name,YR2000Level,YR2001Level,YR2002Level,YR2003Level,YR2004Level,YR2005Level,YR2006Level,YR2007Level,YR2008Level,YR2009Level,YR2010Level,YR2011Level,YR2012Level,YR2013Level,YR2014Level,YR2015Level,YR2016Level,YR2017Level,YR2018Level,YR2019Level,YR2020Level,YR2021Level,YR2022Level,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
20,GNQ,Equatorial Guinea,8.981682,-0.9844123,4.5602183,0,0,0,0,0,1,0,0,3,10.34204,5,95,17,2.35459,0,0.5,1,0,0,0,0,0,1,-13.815511,0.36276618,-6.9077554,0.8622092,5.577306,8.556146,3.4622152,3.5150366,0.3467,0.211,0.0281,7406.084975,Equatorial Guinea,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51458,18659.41602,18756.42503,17644.5943,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6198.942524,7406.084975,7182.265382,7.331097225,7.616490033,7.781491316,8.054051906,8.582534089,9.15934796,9.318314584,9.530748797,9.895945068,9.574898099,9.60948653,9.834106178,9.839291641,9.778184743,9.729427273,9.189012931,8.991600568,9.037224074,9.073281264,8.898008989,8.732133996,8.910057235,8.879370125
21,KEN,Kenya,6.927558,4.99911,10.446629,0,1,0,0,0,0,0,0,2,37.85755,15,62,5,-0.08405302,0,6,0,1,0,0,0,1,0,-5.279897,-9.2103405,-6.9077554,0.8193114,11.0833435,2.7045832,3.358859,1.3613299,0.8588,0.172,0.583,2069.661129,Kenya,411.8213521,408.3606087,401.0923701,441.3914117,462.6182158,522.7768402,699.3997383,840.1916319,915.9989157,1049.121794,1093.639624,1099.315465,1289.780791,1376.829205,1489.919721,1496.653573,1562.076619,1675.988422,1845.783414,1970.08007,1936.250755,2069.661129,2099.301938,6.020589644,6.012150629,5.99419175,6.089932037,6.136902126,6.259154681,6.55022245,6.733629999,6.820015181,6.955708707,6.997266517,7.002442961,7.162227553,7.227538457,7.306477519,7.310986943,7.353771381,7.424158373,7.520659081,7.585829466,7.568508782,7.635140167,7.649360158
22,LBR,Liberia,6.7417006,4.113622,10.010043,1,0,0,0,0,0,0,0,6,-9.3071,31,95,13,1.6517723,0,14,0,1,0,0,1,0,0,-1.7175468,-9.2103405,-2.123542,0.32260737,3.7761464,9.777017,3.5947523,5.2275,0.9084,0,0.111,675.6631858,Liberia,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328429,5.710017893,5.716563138,5.713342917,5.490795245,5.660438873,5.671745442,5.780253352,5.934766221,6.122810084,6.115329559,6.208631002,6.351804007,6.468405893,6.575962133,6.57051158,6.550598715,6.582206877,6.560878875,6.551133247,6.501107143,6.392803976,6.515694706,6.626098807
23,LBY,Libya,7.750184,1.6148697,9.503454,0,0,0,0,0,0,0,1,32,18.04934,0,72,1,0.005665791,0,97,1,0,1,0,0,0,0,-13.815511,3.2358959,-6.9077554,-1.258461,8.422357,16.775434,0.6098508,2.151154,0.792,0.94,1.76,5908.951323,Libya,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658364,5908.951323,6716.095985,8.912520885,8.774254528,8.239911585,8.463545227,8.669680422,9.000612996,9.216358332,9.31992207,9.541218364,9.165427083,9.359739088,8.959842738,9.6655742,9.440620772,9.149395657,8.970497628,8.98029884,9.261899677,9.379095208,9.263163253,8.858604406,8.684223654,8.81226231
24,LSO,Lesotho,7.4054956,-2.3025851,3.912023,0,1,0,0,0,0,0,0,29,28.2439,8,42,-9,-4.6051702,0,0,0,1,0,1,0,0,0,-13.815511,-9.2103405,-3.6375294,-0.15206537,7.2021523,3.0349998,6.637325,4.8458314,0.255,1,0.0304,1029.506189,Lesotho,443.9499497,412.9622962,388.3674764,580.9372838,761.1810388,850.7753155,910.6185634,848.0773719,885.6593032,866.4751272,1104.811547,1265.857945,1205.859985,1141.360923,1165.05065,1113.836835,994.2397641,1062.456192,1162.978854,1061.223356,917.3563813,1029.506189,969.9357602,6.09571183,6.023356296,5.961951996,6.364642806,6.634871225,6.74614807,6.814124109,6.742971872,6.786332343,6.764433404,7.007430054,7.143505389,7.094948272,7.039976621,7.060519841,7.015565942,6.901978389,6.968338669,7.05873997,6.967177631,6.821496035,6.936834538,6.877229843
25,MAR,Morocco,7.8853292,-2.3025851,3.912023,0,0,1,0,0,0,0,0,33,-6.35425,0,72,0,1.4149623,0,99,1,0,1,0,0,0,0,-5.4725213,-7.7791405,-6.9077554,1.2681983,5.7939663,13.675612,1.0225959,4.5706105,0.4841,0.81,0.447,3767.524902,Morocco,1492.377075,1500.363403,1590.487305,1936.09021,2177.798828,2237.576172,2433.212646,2751.423584,3180.170654,3118.141602,3067.851807,3302.453125,3164.004639,3377.643555,3430.534424,3139.228271,3132.952148,3288.502686,3492.672607,3498.582764,3258.269043,3767.524902,3441.991455,7.30812548,7.313462626,7.371795729,7.568425863,7.686069934,7.713148493,7.79696774,7.919873724,8.064690139,8.044992463,8.028732859,8.102420843,8.059593795,8.124933572,8.140471337,8.051732275,8.049731017,8.09818763,8.158422512,8.160113241,8.088951365,8.23417354,8.143805494
26,MDG,Madagascar,6.559615,5.3632393,11.355519,0,0,1,0,0,0,0,0,19,46.72618,8,71,1,2.1075768,0,3,1,0,0,0,0,1,0,-7.501954,-9.2103405,-6.9077554,-0.074497,9.686486,0.9039161,5.731615,3.4535468,0.8791,0.505,0.587,503.3520812,Madagascar,285.4664632,325.4603011,310.9297109,359.5343847,277.5078266,311.7931266,330.52267,427.8363292,522.830622,455.4073738,459.375408,516.9025393,504.1737377,526.6880196,517.1361831,455.6380346,464.6161584,503.4980587,512.5439915,512.2796656,462.4042288,503.3520812,516.592616,5.654124555,5.785240491,5.739566877,5.884809818,5.625849137,5.742339912,5.80067525,6.058740714,6.259257553,6.121192345,6.129867758,6.247854345,6.222920926,6.26660838,6.24830625,6.121698711,6.141211599,6.221579857,6.239386544,6.238870698,6.136439463,6.221289888,6.247254587
27,MLI,Mali,6.7357802,6.5203085,13.056465,0,0,1,0,0,0,0,0,14,-3.54519,0,73,8,-4.6051702,0,89,1,0,0,0,1,0,0,-0.8741745,-9.2103405,-6.9077554,-0.1801779,3.8974888,10.79005,2.2629168,4.310751,0.6906,0.115,1.24,881.5100887,Mali,263.4983842,299.4121753,326.9666591,381.9485463,427.71732,473.9950468,506.9118387,579.2571409,676.1270011,680.6499586,688.3278659,810.182556,753.3921375,778.7970528,818.4303414,723.5042049,750.0518091,795.6828016,856.3565966,840.1757464,822.9061368,881.5100887,833.2972551,5.574047236,5.701821137,5.789858206,5.945285904,6.05846251,6.161196872,6.2283371,6.361746491,6.51638093,6.523048163,6.534265274,6.6972596,6.624585859,6.657750489,6.707388288,6.584106358,6.620142283,6.679200616,6.752686874,6.733611092,6.712842144,6.781636447,6.725390427
28,MOZ,Mozambique,7.2668276,6.6597753,12.701247,0,0,0,1,0,0,0,0,23,35.58901,13,67,7,1.1248648,0,13,1,0,0,1,0,0,0,-5.6486306,-9.2103405,-6.9077554,-0.020147951,9.264256,2.1853728,5.267768,3.298301,0.6932,0.844,0.802,504.0377871,Mozambique,333.7751383,310.0950625,318.3089925,343.1287471,403.0207131,438.7934727,458.615152,508.0448956,591.4398376,546.6007325,494.584022,615.2786598,681.4921286,681.0651142,690.4432181,603.8385138,435.760991,464.2947213,510.3799965,512.2157638,456.581929,504.0377871,558.2986064,5.810467528,5.736878904,5.763022586,5.838105733,5.998987958,6.084028853,6.12821141,6.230569821,6.382559967,6.303718614,6.20371705,6.422075271,6.524284701,6.523657917,6.537333736,6.403306801,6.077093907,6.140519526,6.235155539,6.23874595,6.123768156,6.22265124,6.324893956
29,MRT,Mauritania,6.9246125,5.0729494,12.874637,0,0,1,0,0,0,0,0,18,-10.34285,0,69,7,-0.3119217,0,99,1,0,0,0,1,0,0,-1.4447759,-9.2103405,-6.9077554,-1.4457083,4.4237103,11.914301,2.2552571,4.973302,0.615,0.858,1.03,1998.394003,Mauritania,660.3038611,632.2141418,629.7819017,711.3824822,801.7786831,974.6575859,1272.082434,1378.215104,1610.236979,1418.940843,1646.130428,1919.452271,1850.384968,1929.775639,1715.388838,1562.726836,1579.200717,1634.642158,1749.954236,1800.875187,1836.292411,1998.394003,2065.155516,6.492700125,6.449228169,6.445373572,6.567210235,6.686832614,6.882086215,7.148410548,7.228544538,7.384136639,7.257665987,7.406182617,7.559795149,7.523148987,7.565159026,7.447395062,7.354187546,7.364674123,7.399179196,7.467344916,7.496028041,7.515503824,7.600099138,7.632960813
30,MUS,Mauritius,9.273503,-2.3025851,3.912023,0,1,0,0,0,0,0,0,20,57.79387,0,74,10,4.5555735,1,13,1,0,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,-2.3025851,10.310096,0.03190955,6.273852,3.8837142,0.4634,,0.00186,9068.980181,Mauritius,3929.081782,3856.630788,4018.948897,4793.722474,5388.062453,5282.900111,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.980181,10256.23031,8.276161034,8.257549228,8.298775679,8.475062523,8.591941129,8.572230489,8.647515109,8.790978689,8.990946318,8.898109619,8.987243874,9.126637297,9.136826899,9.186523399,9.246320752,9.159875296,9.206907016,9.291153685,9.36249998,9.341653926,9.106206091,9.112615098,9.235640635
31,MWI,Malawi,6.5206213,6.9688244,12.33135,0,1,0,0,0,0,0,0,15,34.30362,0,66,-1,-4.6051702,0,16,0,1,0,1,0,0,0,-13.815511,-9.2103405,-6.9077554,0.9706659,9.266991,2.1831534,4.820801,2.9221413,0.6744,0.861,0.118,633.6097332,Malawi,225.9524567,217.2404733,431.696661,386.317242,407.58899,417.1022634,443.5236757,478.0280765,557.5190094,630.1091541,688.1391912,769.0525992,563.0615397,501.197173,534.1269771,544.2768727,454.4432661,500.1655472,537.9322041,584.3628673,622.1845913,633.6097332,645.1586921,5.420324609,5.381004912,6.067723168,5.956658902,6.010259289,6.033331428,6.094751184,6.169669468,6.3234966,6.445893065,6.53399113,6.645159367,6.333388929,6.216999583,6.280633596,6.299458075,6.119073079,6.214939138,6.287732538,6.370522138,6.433236819,6.451433202,6.469496321
32,NAM,Namibia,8.24144,-1.4653018,7.080479,0,0,0,0,0,0,1,0,24,17.21072,0,35,-4,0.59236085,0,0,0,1,0,1,0,0,0,-0.6370343,-9.2103405,0.2363898,-2.1212907,5.682842,5.792154,5.980785,4.6850657,0.6329,0.664,0.824,4919.188955,Namibia,2156.090245,1916.255862,1773.431554,2571.982397,3407.850648,3692.752603,4027.961706,4394.517341,4222.326189,4322.629266,5445.420063,5873.059381,6017.178365,5463.031366,5544.104068,4965.672765,4614.892075,5453.570623,5687.381043,5126.176143,4252.04172,4919.188955,5031.11503,7.676051789,7.558128489,7.48067168,7.852432241,8.133837063,8.214127422,8.301015747,8.388112984,8.348141485,8.371619122,8.602530179,8.678130966,8.702373718,8.60575911,8.620490312,8.510304069,8.437043761,8.604025833,8.646005148,8.542115269,8.355154551,8.500898949,8.523396914
33,NER,Niger,6.22059,2.752292,9.695232,0,0,1,0,0,0,0,0,13,9.3731,0,68,8,-4.6051702,0,90,1,0,0,0,1,0,0,-5.203685,-9.2103405,-6.9077554,-0.58696204,5.1585155,9.223114,1.7682153,2.9538758,0.6518,0.582,1.27,590.6294948,Niger,192.8777258,203.5264889,223.3523929,263.0912318,281.3253602,316.3656476,331.103768,384.7183455,472.1784274,458.4218902,471.612688,507.6024953,525.0472849,548.1578488,560.7544752,481.1113011,497.0361208,514.543398,568.5996597,549.8161278,564.8416623,590.6294948,585.4049292,5.262056443,5.315796163,5.408750761,5.572500861,5.639511865,5.756898657,5.802431825,5.952511496,6.157356938,6.127789918,6.156158072,6.229698652,6.263488325,6.306563291,6.329283154,6.176098639,6.208662701,6.243279902,6.343176601,6.309583909,6.336545448,6.381188908,6.372303794
34,NGA,Nigeria,7.052721,7.690816,12.088366,0,1,0,0,0,0,0,0,9,8.10141,25,80,16,-0.0799525,0,45,0,1,0,0,1,0,0,-11.85755,0.13403782,-6.9077554,1.8214788,5.2243314,9.150605,2.6416843,3.314152,0.8505,0.478,0.924,2065.77441,Nigeria,563.0470862,583.0858388,733.5378887,786.8022148,992.7453991,1250.406913,1652.154002,1876.413033,2227.790349,1883.887783,2280.111289,2504.879101,2728.022788,2976.756832,3200.952799,2679.554223,2144.780344,1941.879479,2125.834491,2334.023643,2074.613747,2065.77441,2162.633734,6.333363259,6.368334412,6.597879251,6.667976901,6.900474236,7.131224308,7.409835171,7.537117272,7.708765498,7.54109289,7.731979532,7.825995749,7.911332372,7.998589675,8.071203794,7.893405725,7.670792422,7.571411587,7.661919706,7.755348943,7.637530269,7.633260452,7.679082079
35,RWA,Rwanda,6.7214255,-2.3025851,3.912023,0,0,0,0,1,0,0,0,2,29.91774,7,83,12,-4.6051702,0,9,1,0,0,0,0,1,0,-3.5035248,-9.2103405,-6.9077554,2.945036,10.753802,2.6227405,3.5678132,2.1017318,0.3238,0.982,0.0263,821.1713948,Rwanda,255.1119678,239.1456764,234.8351253,249.574757,270.3233079,325.0500663,358.1392267,427.4571469,529.567595,565.0186811,594.1602545,650.9914842,706.2020035,704.4856255,724.7923503,733.8874728,728.8696189,756.5476411,768.9436612,806.1008203,773.7732609,821.1713948,966.2320714,5.541702538,5.477072891,5.458883673,5.519758498,5.599618679,5.783979221,5.880921812,6.057854042,6.272060815,6.336858794,6.387149072,6.478496561,6.559901321,6.557467927,6.5858852,6.59835571,6.591494867,6.628765507,6.645017704,6.692208822,6.651278886,6.710731851,6.873404045
36,SDN,Sudan,6.8987145,5.841245,11.956321,0,1,0,0,0,0,0,0,12,30.04159,0,41,5,-1.0792785,0,73,0,1,0,0,0,1,0,-3.1810873,-4.4884624,-6.9077554,0.40847522,15.252874,3.5275278,1.8271227,0.98308295,0.7147,0.576,2.51,749.7067871,Sudan,378.1575012,471.3727722,529.4519653,607.0063477,737.1228027,945.6896973,1179.898315,1500.673096,1585.582397,1382.62146,1706.414917,1982.816162,1797.400879,1834.561035,2076.000977,2226.409424,2614.294434,3188.769287,769.8691406,748.0109253,608.3325195,749.7067871,1102.146484,5.935310779,6.155649229,6.271842444,6.408539249,6.602754503,6.8519145,7.07318354,7.313669017,7.368707062,7.231736585,7.442149909,7.592273417,7.494096944,7.514560514,7.638198715,7.708145443,7.868749525,8.067390318,6.646220553,6.617417584,6.41072164,6.61968218,7.005014906
37,SEN,Senegal,7.267525,7.5616875,12.916817,0,0,1,0,0,0,0,0,14,-14.46586,0,74,12,0.99664736,0,91,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,0.8638997,3.8977208,10.790678,3.034838,5.5183187,0.6939,0.694,0.196,1633.560119,Senegal,619.6421235,654.8407274,688.1874795,840.358254,941.8737925,1003.187193,1038.579092,1210.167498,1419.530903,1323.971226,1286.604966,1383.539116,1334.725915,1391.53219,1417.094987,1238.1264,1290.749971,1385.199214,1484.22707,1462.678353,1492.475903,1633.560119,1598.726433,6.429142091,6.484392042,6.5340613,6.733828294,6.847871287,6.910937404,6.9456088,7.098514057,7.258081746,7.188391004,7.159762219,7.232400072,7.196481243,7.238160714,7.256364271,7.121354548,7.162978701,7.233599245,7.302649424,7.288024522,7.3081917,7.398517034,7.376962612
38,SLE,Sierra Leone,5.9375362,6.8781257,11.4790535,0,1,0,0,0,0,0,0,8,-11.79189,3,82,19,1.7239614,0,39,0,1,0,0,1,0,0,-3.5533953,-9.2103405,-1.5361413,1.6181005,3.705474,10.18761,3.4735081,5.4096355,0.8191,0.008,0.0717,504.6212876,Sierra Leone,138.7139416,221.2950856,240.5075193,255.9726186,258.4731688,286.2859063,320.5144108,358.0773155,402.5534055,386.4338685,400.5407437,443.4518422,558.1797233,706.4526815,702.3385877,581.2934118,515.4478396,484.4561288,519.6499639,506.6069138,493.4322406,504.6212876,475.7957278,4.932413838,5.39949704,5.482751354,5.54507048,5.554791893,5.656990984,5.769927239,5.880748928,5.997827773,5.95696075,5.992815493,6.09458921,6.324680995,6.560256224,6.554415606,6.365255641,6.245036114,6.183026878,6.253155439,6.227735385,6.201385546,6.223808222,6.164988619
39,SOM,Somalia,6.7604146,3.9237642,10.373267,0,1,0,0,0,0,0,0,5,45.93132,0,80,15,1.5579796,0,100,0,1,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,0.060628325,12.057795,2.358296,3.0903037,0.6954757,0.8117,0.034,0.638,576.5236782,Somalia,1165.938765,1116.060558,1106.870725,1319.251409,1588.110854,1861.837253,2072.631172,2331.870559,2691.278367,2341.883576,2622.221451,2883.105332,3034.174539,454.0772642,491.1898041,507.4829155,517.0975815,555.1851236,537.1592902,589.4658919,556.578066,576.5236782,592.103122,7.061281848,7.017560405,7.009292146,7.18481974,7.370300447,7.52931905,7.636574177,7.754426039,7.897771589,7.758710832,7.87177712,7.966623233,8.017694686,6.118267369,6.196830619,6.229463046,6.248231602,6.319301614,6.28629468,6.379216859,6.321807441,6.357016411,6.383680812
40,STP,Sao Tome & Principe,7.111512,-2.3025851,3.912023,0,0,0,1,0,0,0,0,0.2,6.68778,0,79,13,5.3831563,1,0,1,0,0,0,0,0,1,-13.815511,-9.2103405,-6.9077554,-2.3025851,5.1966968,8.474005,3.6702,3.9321845,,,0.00096,2350.452701,Sao Tome & Principe,1165.938765,519.295583,568.4096734,663.9206639,726.5977407,843.9551113,861.5182023,878.1354699,1080.556568,1126.538585,1043.281427,1217.212064,1207.700702,1378.230193,1484.170105,1292.733055,1428.257908,1547.82271,1815.605495,1924.40815,2155.265868,2350.452701,2386.696176,7.061281848,6.252473245,6.342842415,6.49816266,6.58837301,6.738099308,6.758696184,6.777800875,6.985231528,7.026905011,6.950126243,7.104318329,7.096473585,7.228555486,7.302611043,7.164513903,7.264210734,7.344604519,7.504174297,7.562373745,7.675669368,7.762363227,7.777665335
41,SWZ,Swaziland,7.865572,-2.3025851,3.912023,0,1,0,0,0,0,0,0,26,31.49749,20,81,-5,-4.6051702,0,0,0,1,0,1,0,0,0,-13.815511,-9.2103405,-4.457984,-0.61765355,8.290959,2.622083,6.294675,4.422592,0.0582,1,0.0174,4068.573816,Swaziland,1686.657532,1481.163082,1362.970568,2075.561667,2599.15215,2964.972487,3053.932571,3200.512571,3022.456177,3270.137761,4035.534481,4360.959967,4396.57912,4111.128382,3928.522755,3583.31129,3339.990401,3824.046783,4021.445556,3818.540484,3372.90461,4068.573816,3986.886637,7.430504058,7.300582924,7.217421838,7.637987079,7.862940575,7.994623032,8.024185407,8.071066254,8.013825083,8.092587392,8.302894033,8.380447488,8.388582045,8.321452815,8.276018745,8.184042593,8.113723212,8.249064508,8.299396708,8.247623556,8.123529554,8.311047803,8.290765914
42,SYC,Seychelles,8.75684,-2.3025851,3.912023,0,0,1,0,0,0,0,0,4,55.37541,69,78,19,6.983902,1,0,1,0,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,-2.3025851,11.457413,1.7421923,4.635344,2.2528563,0.2025,,0.000455,12963.05898,Seychelles,8063.655006,8153.298637,8864.169195,9070.284608,10827.67164,11802.11183,12782.99389,12669.30267,11265.43763,9748.955842,10938.15276,12113.88172,12342.51028,14729.62662,15188.17468,14894.48578,15409.80463,15961.24363,16411.92112,16851.11976,12020.02106,12963.05898,13250.45583,8.995122207,9.006177865,9.089772497,9.112758922,9.289860325,9.376033763,9.455870964,9.446937234,9.329494701,9.184915465,9.30001221,9.402107324,9.420804703,9.597616161,9.628272422,9.608746342,9.64275925,9.67791879,9.705763247,9.732172388,9.39432896,9.469858974,9.491787233
43,TCD,Chad,6.0497336,6.023867,12.872622,0,0,1,0,0,0,0,0,12,18.66029,0,72,8,-4.6051702,0,43,1,0,0,0,0,0,1,-13.815511,-9.2103405,-6.9077554,-0.4927752,5.581032,8.875547,1.8793639,2.0264912,0.862,0.384,1.28,685.690315,Chad,168.1176582,200.3610081,225.947311,298.2498817,460.0670183,664.597656,716.6677684,806.7103188,936.4941371,808.1615235,896.8767046,988.19416,969.6161428,980.0835444,1017.787762,774.4116031,691.9800774,662.897473,720.2651014,701.621201,643.7722157,685.690315,716.8043811,5.124664081,5.30012078,5.420301835,5.697931664,6.131372171,6.499181829,6.57461237,6.692964643,6.842143261,6.694761944,6.7989184,6.895879197,6.876900264,6.887637817,6.92538669,6.652103519,6.539557165,6.496620337,6.579619341,6.553393659,6.467344961,6.53042609,6.574802974
44,TGO,Togo,6.35437,8.536835,13.28513,0,0,1,0,0,0,0,0,6,0.97634,15,77,15,-0.014184646,0,12,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,1.4707341,4.92623,9.258235,3.0091057,4.0849056,0.7099,0.622,0.0568,976.6661831,Togo,297.8995067,288.107878,323.1441359,390.3036097,406.0923589,399.4474777,400.3214877,621.7345761,735.8554211,737.9537031,722.2294,803.4823966,781.5543405,847.3875004,877.192473,770.1433793,792.4405509,813.3950065,873.5548872,848.3045346,886.6995115,976.6661831,942.6499016,5.696756204,5.663334986,5.778098465,5.966924923,6.006580619,5.990082286,5.992267944,6.432513275,6.601033661,6.60388109,6.582342817,6.688955277,6.661284681,6.742158088,6.776726436,6.646576704,6.675117488,6.701216854,6.772570964,6.743239692,6.787506155,6.884144918,6.848694953
45,TUN,Tunisia,8.420241,-2.3025851,3.912023,0,0,1,0,0,0,0,0,36,9.56295,3,64,-1,1.9476508,0,99,1,0,1,0,0,0,0,-13.815511,-0.37812528,-6.9077554,1.629374,7.479859,15.832936,0.3097339,3.20461,0.0394,0.98,0.164,3807.184109,Tunisia,2170.508671,2207.659921,2292.483705,2693.196614,3029.848769,3106.57663,3279.10282,3678.062479,4200.172644,4029.461206,4241.01191,4361.949122,4233.916254,4308.338305,4398.638695,3960.924849,3796.1096,3569.718839,3577.175342,3477.836181,3497.719027,3807.184109,3747.419391,7.68271683,7.699688374,7.737391096,7.898484099,8.016267986,8.041276637,8.095325133,8.210141392,8.342880909,8.30138795,8.352557178,8.380674283,8.350882672,8.368307565,8.389050385,8.284232825,8.241732032,8.180242115,8.182328757,8.154165592,8.159866328,8.244645116,8.22882272
46,TZA,Tanzania,6.261492,6.3385105,12.101938,0,1,0,0,0,0,0,0,4,34.81658,0,56,8,0.40722722,0,33,0,1,0,0,0,1,0,-3.1614444,-9.2103405,-4.1869283,0.4596342,10.594967,2.5582147,4.05628,2.1867201,0.7353,0.669,0.945,1146.031982,Tanzania,399.4627686,394.353241,400.2145081,419.5645142,447.5897522,480.1800537,472.6133423,539.5395508,671.2444458,688.7103882,730.7823486,768.9334106,854.5404663,954.6588135,1013.428772,929.7998047,942.8890381,975.9046631,1011.600159,1050.931763,1104.164429,1146.031982,1192.766479,5.990120566,5.977247058,5.992000674,6.039217302,6.103877081,6.174161145,6.158277596,6.290716092,6.509133371,6.534820846,6.594115671,6.645004374,6.750563858,6.861354013,6.921094684,6.834969299,6.848948607,6.8833649,6.919288672,6.957432443,7.006844155,7.044060804,7.08403066
47,UGA,Uganda,6.669498,2.9598422,7.543646,0,1,0,0,0,0,0,0,0.2,32.38633,46,72,12,-4.6051702,0,7,0,1,0,0,0,1,0,-2.8766232,-9.2103405,-6.9077554,1.7236668,10.995691,2.6991541,3.2035518,1.649949,0.9302,0.634,0.236,883.4657281,Uganda,257.8296057,235.8529749,241.8689302,250.6905884,292.4726656,330.6028544,346.7684623,401.7091876,473.3028334,799.9296321,824.7376711,837.0958842,796.7111394,819.7578673,897.5097286,864.1800593,753.6844055,766.177604,793.1280822,823.0247329,846.8811992,883.4657281,964.3958695,5.552298924,5.463208623,5.488395969,5.524219463,5.678371211,5.800917819,5.848657302,5.995728413,6.159735423,6.684523764,6.715065361,6.729938621,6.680492178,6.709009013,6.79962396,6.761781149,6.62497372,6.641414002,6.675984725,6.712986252,6.741560424,6.7838525,6.871501863
48,ZAF,South Africa,8.32821,0.5095113,7.0112686,0,1,0,0,0,0,0,0,30,25.14831,8,67,-2,0.85893947,0,1,0,1,0,1,0,0,0,3.0843036,-5.725029,-1.2016081,-0.9186776,6.765942,3.4572046,6.583775,4.89507,0.7517,,1.22,7073.612754,South Africa,3241.661396,2867.472497,2708.423333,4095.6837,5268.278576,5893.187076,6139.581618,6662.062785,6251.877427,6444.18684,8059.562798,8737.041269,8173.869138,7441.230854,6965.137897,6204.929901,5735.066787,6734.475153,7067.724165,6702.526617,5753.066494,7073.612754,6766.481254,8.083841254,7.961186258,7.904121949,8.317688942,8.569458942,8.68155223,8.722511878,8.804184443,8.740637086,8.770933738,8.994614591,9.075326884,9.008697654,8.914791552,8.848672685,8.7330994,8.654354675,8.814995158,8.863293807,8.810239841,8.657488295,8.864126626,8.819736475
49,ZAR,Democratic Republic of Congo,5.3844953,5.787438,11.768935,0,0,0,0,1,0,0,0,7,23.65134,3,73,14,-4.1512527,0,1,1,0,0,0,0,0,1,-2.2952423,-3.4415028,-0.68398005,0.4253423,5.7124968,7.643048,3.7477417,2.686999,0.8747,0.649,2.35,576.9747294,Democratic Republic of Congo,392.6263338,148.4471235,168.9448053,167.9815754,187.856781,211.5726297,247.5419356,277.6120796,317.8892101,290.1556751,324.8277261,376.3749811,412.7762605,444.8643576,472.2662357,482.0645686,456.0279506,451.0890885,546.2125932,575.8827814,524.6666862,576.9747294,653.6562231,5.972858355,5.000228824,5.129572066,5.123854303,5.235679869,5.354568342,5.511580004,5.626224742,5.761702926,5.67041759,5.783294968,5.930585937,6.022905704,6.097769421,6.157542885,6.178078065,6.122554103,6.111664855,6.303008265,6.355904135,6.262763178,6.357798469,6.482581561
50,ZMB,Zambia,6.50129,3.6143613,10.893004,0,1,0,0,0,0,0,0,20,27.81663,0,71,4,-4.6051702,0,0.3,0,1,0,1,0,0,0,-3.2350078,-9.2103405,-6.9077554,-1.0485862,9.027167,2.3889136,4.8485255,3.2533774,0.7808,0.743,0.753,1134.713454,Zambia,364.0261454,401.7323159,399.0990779,452.286582,556.0500516,720.4465047,1065.596417,1133.436158,1393.519491,1150.941746,1469.36145,1644.456831,1729.647471,1840.320553,1724.57622,1307.909649,1249.923143,1495.752138,1475.199883,1268.120941,956.831729,1134.713454,1456.90157,5.897225693,5.995785986,5.989209702,6.11431601,6.320858311,6.579871165,6.971289937,7.033009145,7.239587834,7.048335796,7.292583198,7.405165415,7.455672893,7.517695049,7.45273663,7.176185454,7.130837343,7.310384462,7.296548773,7.14529151,6.863627544,7.034135435,7.284067247
